timestamp,log_type,level,client_ip,user_id,method,endpoint,status_code,response_time_ms,user_agent,message,sql_query,query_duration_ms,server,tenant_id
2025-12-02T14:21:50.548780,web_request,INFO,40.121.16.96,221,GET,/api/billing,200,592,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_9; rv:1.9.2.20) Gecko/4014-03-03 02:30:49.680016 Firefox/14.0,Successfully processed GET request to /api/billing,,,server-01,tenant_19
2025-12-02T14:27:50.512573,web_request,INFO,194.89.122.212,293,GET,/api/reports,200,378,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2 rv:2.0; ce-RU) AppleWebKit/531.29.5 (KHTML, like Gecko) Version/5.0.2 Safari/531.29.5",Successfully processed GET request to /api/reports,,,server-03,tenant_3
2025-12-02T14:29:13.878358,database_query,INFO,7.250.193.38,386,POST,/api/settings,404,24,Mozilla/5.0 (Android 5.0.2; Mobile; rv:16.0) Gecko/16.0 Firefox/16.0,Resource not found at /api/settings,,,server-03,tenant_25
2025-12-02T14:33:53.155614,web_request,INFO,177.18.64.156,290,GET,/api/products,200,129,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; lo-LA) AppleWebKit/532.41.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6532.41.1",Successfully processed GET request to /api/products,,,server-04,tenant_4
2025-12-02T14:42:52.119234,database_query,INFO,175.82.22.139,353,POST,/api/users,201,2764,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/3.0),Resource created successfully at /api/users,,,server-02,tenant_26
2025-12-02T14:47:11.648921,database_query,INFO,152.32.72.187,333,POST,/api/orders,200,62,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/5.1),Successfully processed POST request to /api/orders,,,server-02,tenant_18
2025-12-02T14:51:46.484777,database_query,INFO,1.40.47.184,342,POST,/api/webhooks,401,240,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/4.1),Unauthorized access attempt to /api/webhooks,,,server-03,tenant_44
2025-12-02T14:52:34.958362,database_query,INFO,188.91.62.220,125,GET,/api/analytics/dashboard,400,12,Opera/9.23.(Windows NT 6.1; dz-BT) Presto/2.9.167 Version/11.00,Bad request to /api/analytics/dashboard - Invalid parameters,,,server-04,tenant_8
2025-12-02T14:57:27.137418,database_query,WARNING,189.41.5.188,500,GET,/api/auth/login,201,211,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_7 rv:2.0; mt-MT) AppleWebKit/532.5.5 (KHTML, like Gecko) Version/4.1 Safari/532.5.5",Resource created successfully at /api/auth/login,,,server-05,tenant_11
2025-12-02T14:59:04.313485,database_query,INFO,141.75.219.250,456,POST,/api/webhooks,200,379,"Mozilla/5.0 (iPad; CPU iPad OS 13_5_1 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/9.0f7160.0 Mobile/87S818 Safari/532.0",Successfully processed POST request to /api/webhooks,,,server-01,tenant_49
2025-12-02T15:05:14.767899,web_request,WARNING,216.9.239.46,224,POST,/api/orders,200,30,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_9) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/22.0.861.0 Safari/533.2",Successfully processed POST request to /api/orders,,,server-02,tenant_9
2025-12-02T15:11:45.951120,database_query,INFO,70.69.177.186,188,GET,/api/reports,200,86,Opera/9.51.(X11; Linux i686; se-NO) Presto/2.9.188 Version/10.00,Successfully processed GET request to /api/reports,SELECT * FROM analytics WHERE tenant_id = 'tenant_45' AND date >= NOW() - INTERVAL '7 days',1279,server-04,tenant_47
2025-12-02T15:17:38.906982,database_query,INFO,86.91.91.216,329,PUT,/api/integrations,200,2671,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; is-IS) AppleWebKit/535.15.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6535.15.1",Successfully processed PUT request to /api/integrations,,,server-02,tenant_36
2025-12-02T15:20:21.756804,web_request,ERROR,9.7.25.236,49,DELETE,/api/orders,401,346,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/3.0),Unauthorized access attempt to /api/orders,,,server-05,tenant_31
2025-12-02T15:24:42.554823,web_request,ERROR,161.220.245.167,,POST,/api/analytics/dashboard,500,40,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/46.0.877.0 Safari/532.1",Internal server error processing POST /api/analytics/dashboard,DELETE FROM sessions WHERE user_id = 0 AND expired = true,1711,server-01,tenant_2
2025-12-02T15:26:34.844087,database_query,INFO,124.176.184.120,279,GET,/api/webhooks,200,265,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_6 rv:3.0; csb-PL) AppleWebKit/531.13.3 (KHTML, like Gecko) Version/5.0.2 Safari/531.13.3",Successfully processed GET request to /api/webhooks,,,server-05,tenant_46
2025-12-02T15:28:35.846954,web_request,INFO,174.171.89.33,454,POST,/api/products,400,77,Opera/8.65.(X11; Linux i686; mn-MN) Presto/2.9.190 Version/12.00,Bad request to /api/products - Invalid parameters,,,server-03,tenant_3
2025-12-02T15:30:20.587197,database_query,INFO,108.78.167.179,492,GET,/api/settings,400,450,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ku-TR) AppleWebKit/534.48.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6534.48.6",Bad request to /api/settings - Invalid parameters,,,server-05,tenant_45
2025-12-02T15:36:05.625528,database_query,INFO,182.53.31.3,388,PUT,/api/auth/login,201,963,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/534.16.6 (KHTML, like Gecko) Version/5.0.5 Safari/534.16.6",Resource created successfully at /api/auth/login,,,server-02,tenant_33
2025-12-02T15:36:09.237590,database_query,WARNING,128.187.134.61,50,POST,/api/orders,200,434,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/532.33.5 (KHTML, like Gecko) Version/4.0.3 Safari/532.33.5",Successfully processed POST request to /api/orders,,,server-04,tenant_16
2025-12-02T15:43:02.315866,web_request,INFO,183.221.145.157,59,GET,/api/billing,200,468,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/20.0.883.0 Safari/534.2",Successfully processed GET request to /api/billing,,,server-03,tenant_37
2025-12-02T15:45:00.723031,database_query,INFO,44.47.106.153,417,PUT,/api/settings,200,122,Mozilla/5.0 (Android 2.2.1; Mobile; rv:28.0) Gecko/28.0 Firefox/28.0,Successfully processed PUT request to /api/settings,,,server-04,tenant_1
2025-12-02T15:45:39.920205,web_request,INFO,34.225.15.190,375,GET,/api/users,404,466,Opera/9.21.(X11; Linux x86_64; br-FR) Presto/2.9.190 Version/11.00,Resource not found at /api/users,,,server-03,tenant_32
2025-12-02T15:51:10.513860,web_request,INFO,25.243.103.63,238,GET,/api/billing,200,4679,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.12.1 (KHTML, like Gecko) Version/5.1 Safari/531.12.1",Successfully processed GET request to /api/billing,,,server-05,tenant_21
2025-12-02T15:51:28.934577,web_request,ERROR,63.10.78.124,304,POST,/api/billing,200,165,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/3.0),Successfully processed POST request to /api/billing,,,server-04,tenant_6
2025-12-02T15:53:00.571871,web_request,INFO,175.170.201.76,272,GET,/api/billing,200,291,Opera/8.75.(X11; Linux i686; fy-DE) Presto/2.9.183 Version/11.00,Successfully processed GET request to /api/billing,,,server-05,tenant_29
2025-12-02T15:55:01.127894,web_request,ERROR,63.192.31.164,148,DELETE,/api/orders,400,2852,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/4.1),Bad request to /api/orders - Invalid parameters,,,server-03,tenant_48
2025-12-02T15:56:20.626315,web_request,INFO,108.159.55.11,311,POST,/api/products,200,153,Opera/8.79.(Windows NT 5.1; ml-IN) Presto/2.9.160 Version/12.00,Successfully processed POST request to /api/products,,,server-03,tenant_24
2025-12-02T15:57:38.068920,database_query,INFO,197.237.51.177,299,DELETE,/api/users,200,105,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/534.23.7 (KHTML, like Gecko) Version/5.0.4 Safari/534.23.7",Successfully processed DELETE request to /api/users,,,server-01,tenant_21
2025-12-02T16:03:41.351758,web_request,INFO,188.253.230.73,223,GET,/api/settings,404,391,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/5.1),Resource not found at /api/settings,,,server-03,tenant_17
2025-12-02T16:13:24.830221,web_request,INFO,54.86.52.103,487,GET,/api/orders,401,165,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/532.13.2 (KHTML, like Gecko) Version/4.0.4 Safari/532.13.2",Unauthorized access attempt to /api/orders,,,server-01,tenant_14
2025-12-02T16:17:00.272177,database_query,CRITICAL,41.123.31.103,,POST,/api/webhooks,503,135,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/5.1),Service temporarily unavailable for /api/webhooks,,,server-01,tenant_3
2025-12-02T16:18:25.752404,database_query,INFO,36.137.217.180,164,DELETE,/api/users,400,744,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 11.0; Trident/4.1),Bad request to /api/users - Invalid parameters,,,server-05,tenant_3
2025-12-02T16:24:19.621866,database_query,INFO,193.156.81.67,382,POST,/api/orders,200,2146,"Mozilla/5.0 (Windows 98) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/31.0.827.0 Safari/534.1",Successfully processed POST request to /api/orders,,,server-02,tenant_39
2025-12-02T16:25:26.988167,web_request,INFO,74.193.66.211,147,GET,/api/products,404,53,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_4; rv:1.9.2.20) Gecko/2963-10-27 22:11:07.430546 Firefox/10.0,Resource not found at /api/products,,,server-02,tenant_13
2025-12-02T16:28:29.179974,web_request,ERROR,215.114.57.35,210,GET,/api/auth/login,200,316,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/5.0),Successfully processed GET request to /api/auth/login,,,server-01,tenant_33
2025-12-02T16:33:49.626146,database_query,INFO,24.128.192.134,327,GET,/api/products,400,33,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/4.1),Bad request to /api/products - Invalid parameters,,,server-03,tenant_15
2025-12-02T16:36:03.937394,web_request,INFO,223.241.172.50,338,PUT,/api/users,200,172,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_8; rv:1.9.3.20) Gecko/4384-05-18 16:16:03.322403 Firefox/3.6.8,Successfully processed PUT request to /api/users,,,server-04,tenant_11
2025-12-02T16:40:24.037529,database_query,INFO,62.131.130.195,435,PUT,/api/analytics/dashboard,404,385,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/5.0),Resource not found at /api/analytics/dashboard,,,server-03,tenant_1
2025-12-02T16:45:51.890720,database_query,INFO,156.14.88.121,483,POST,/api/users,500,343,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/5.0),Internal server error processing POST /api/users,"INSERT INTO audit_logs (user_id, action, timestamp) VALUES (483, 'login', NOW())",775,server-02,tenant_42
2025-12-02T16:58:02.407559,web_request,ERROR,179.150.14.69,,POST,/api/settings,200,236,Opera/8.34.(X11; Linux x86_64; ar-LB) Presto/2.9.183 Version/10.00,Successfully processed POST request to /api/settings,,,server-05,tenant_18
2025-12-02T16:58:50.274396,web_request,WARNING,213.221.163.45,464,GET,/api/billing,200,88,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_5 rv:5.0; nhn-MX) AppleWebKit/532.24.7 (KHTML, like Gecko) Version/5.1 Safari/532.24.7",Successfully processed GET request to /api/billing,,,server-01,tenant_18
2025-12-02T17:06:57.482111,web_request,INFO,164.222.198.150,221,GET,/api/analytics/dashboard,400,292,Opera/8.10.(Windows NT 5.01; yue-HK) Presto/2.9.190 Version/12.00,Bad request to /api/analytics/dashboard - Invalid parameters,UPDATE users SET last_login = NOW() WHERE user_id = 221,360,server-03,tenant_15
2025-12-02T17:10:35.200964,web_request,INFO,125.51.13.216,337,PUT,/api/products,401,4551,Opera/8.87.(Windows CE; sw-TZ) Presto/2.9.174 Version/10.00,Unauthorized access attempt to /api/products,,,server-04,tenant_34
2025-12-02T17:12:00.375584,web_request,INFO,6.55.113.65,355,POST,/api/analytics/dashboard,500,15,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_9; rv:1.9.3.20) Gecko/6171-04-04 14:13:34.067657 Firefox/9.0,Internal server error processing POST /api/analytics/dashboard,,,server-05,tenant_32
2025-12-02T17:13:04.577429,web_request,INFO,102.117.177.220,55,GET,/api/users,503,202,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.0),Service temporarily unavailable for /api/users,,,server-02,tenant_27
2025-12-02T17:15:39.448498,database_query,INFO,60.184.226.112,42,GET,/api/orders,404,658,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/56.0.877.0 Safari/532.2",Resource not found at /api/orders,,,server-05,tenant_25
2025-12-02T17:16:28.355857,database_query,CRITICAL,67.139.153.195,356,GET,/api/webhooks,404,376,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/4.0),Resource not found at /api/webhooks,,,server-02,tenant_3
2025-12-02T17:21:06.985784,web_request,INFO,185.245.227.64,280,GET,/api/auth/login,200,263,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/3.1),Successfully processed GET request to /api/auth/login,,,server-05,tenant_23
2025-12-02T17:22:22.331809,web_request,INFO,27.122.205.24,247,GET,/api/auth/login,200,218,Opera/9.56.(X11; Linux i686; gd-GB) Presto/2.9.177 Version/11.00,Successfully processed GET request to /api/auth/login,,,server-01,tenant_34
2025-12-02T17:24:48.588474,database_query,WARNING,204.170.133.216,,POST,/api/products,500,1087,"Mozilla/5.0 (Linux; Android 1.6) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/38.0.823.0 Safari/536.0",Internal server error processing POST /api/products,,,server-03,tenant_23
2025-12-02T17:26:42.438530,web_request,INFO,61.103.51.12,493,GET,/api/analytics/dashboard,200,99,Opera/9.38.(Windows NT 5.1; an-ES) Presto/2.9.185 Version/11.00,Successfully processed GET request to /api/analytics/dashboard,,,server-05,tenant_40
2025-12-02T17:28:35.029260,database_query,INFO,218.207.201.137,62,GET,/api/auth/login,200,488,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; brx-IN) AppleWebKit/535.25.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6535.25.5",Successfully processed GET request to /api/auth/login,,,server-02,tenant_21
2025-12-02T17:29:05.809197,database_query,ERROR,151.251.241.3,458,POST,/api/settings,400,462,"Mozilla/5.0 (Linux; Android 8.1.0) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/52.0.814.0 Safari/534.2",Bad request to /api/settings - Invalid parameters,,,server-03,tenant_29
2025-12-02T17:34:01.502956,database_query,INFO,140.92.52.99,323,GET,/api/analytics/dashboard,404,132,Mozilla/5.0 (Android 1.0; Mobile; rv:47.0) Gecko/47.0 Firefox/47.0,Resource not found at /api/analytics/dashboard,UPDATE settings SET value = 'enabled' WHERE tenant_id = 'tenant_33' AND key = 'notifications',1180,server-02,tenant_45
2025-12-02T17:55:27.714666,database_query,INFO,96.10.10.163,213,PUT,/api/orders,200,2346,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/8247-04-26 12:16:40.368988 Firefox/3.8,Successfully processed PUT request to /api/orders,,,server-02,tenant_50
2025-12-02T17:56:37.459076,database_query,INFO,212.56.35.156,278,POST,/api/auth/login,401,235,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; cv-RU) AppleWebKit/533.22.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6533.22.7",Unauthorized access attempt to /api/auth/login,,,server-04,tenant_8
2025-12-02T18:05:39.565562,web_request,INFO,69.125.163.134,286,DELETE,/api/webhooks,200,422,"Mozilla/5.0 (Windows 95) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/47.0.802.0 Safari/532.0",Successfully processed DELETE request to /api/webhooks,,,server-02,tenant_48
2025-12-02T18:09:50.199703,web_request,ERROR,140.179.186.198,222,GET,/api/reports,200,52,Opera/9.40.(X11; Linux x86_64; sc-IT) Presto/2.9.169 Version/11.00,Successfully processed GET request to /api/reports,SELECT * FROM users WHERE user_id = 222,1037,server-03,tenant_50
2025-12-02T18:16:51.415865,web_request,INFO,96.210.108.49,474,GET,/api/users,200,122,Opera/8.24.(X11; Linux i686; niu-NU) Presto/2.9.187 Version/10.00,Successfully processed GET request to /api/users,,,server-03,tenant_23
2025-12-02T18:26:51.078871,database_query,INFO,64.83.168.173,116,GET,/api/auth/login,200,1023,Mozilla/5.0 (Windows NT 11.0; se-NO; rv:1.9.2.20) Gecko/3269-01-07 14:36:57.646004 Firefox/3.8,Successfully processed GET request to /api/auth/login,,,server-01,tenant_40
2025-12-02T18:29:09.168754,database_query,CRITICAL,70.216.189.190,301,GET,/api/reports,200,278,Opera/8.63.(Windows NT 6.1; ur-IN) Presto/2.9.188 Version/12.00,Successfully processed GET request to /api/reports,,,server-03,tenant_41
2025-12-02T18:30:19.205932,database_query,INFO,74.15.39.247,132,GET,/api/users,200,212,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/24.0.865.0 Safari/531.1",Successfully processed GET request to /api/users,,,server-04,tenant_3
2025-12-02T18:35:14.134636,web_request,INFO,66.221.228.14,306,GET,/api/integrations,404,1333,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/58.0.822.0 Safari/534.2",Resource not found at /api/integrations,,,server-03,tenant_16
2025-12-02T18:41:50.235873,web_request,INFO,218.184.250.10,171,GET,/api/webhooks,200,82,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/535.37.3 (KHTML, like Gecko) Version/5.0 Safari/535.37.3",Successfully processed GET request to /api/webhooks,,,server-04,tenant_43
2025-12-02T18:43:39.671751,web_request,INFO,102.146.61.93,154,GET,/api/webhooks,401,466,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/4.1),Unauthorized access attempt to /api/webhooks,,,server-05,tenant_10
2025-12-02T18:46:15.612211,web_request,INFO,223.234.182.254,,GET,/api/users,200,14,Opera/8.54.(X11; Linux i686; ckb-IQ) Presto/2.9.189 Version/12.00,Successfully processed GET request to /api/users,,,server-04,tenant_16
2025-12-02T18:47:24.050338,database_query,ERROR,32.244.43.244,372,GET,/api/orders,500,201,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_2 rv:2.0; wa-BE) AppleWebKit/531.21.4 (KHTML, like Gecko) Version/4.0.2 Safari/531.21.4",Internal server error processing GET /api/orders,SELECT * FROM orders WHERE tenant_id = 'tenant_7' ORDER BY created_at DESC LIMIT 10,701,server-05,tenant_4
2025-12-02T18:47:34.750723,database_query,ERROR,59.116.82.227,48,GET,/api/analytics/dashboard,500,2223,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_4 rv:2.0; lt-LT) AppleWebKit/535.5.4 (KHTML, like Gecko) Version/5.0.1 Safari/535.5.4",Internal server error processing GET /api/analytics/dashboard,UPDATE settings SET value = 'enabled' WHERE tenant_id = 'tenant_7' AND key = 'notifications',1993,server-05,tenant_5
2025-12-02T18:52:13.901198,web_request,INFO,130.121.25.219,238,GET,/api/integrations,200,108,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/9361-04-15 01:14:10.563507 Firefox/3.6.4,Successfully processed GET request to /api/integrations,,,server-02,tenant_17
2025-12-02T18:56:20.302257,database_query,INFO,139.180.112.251,160,POST,/api/products,200,158,Opera/9.89.(X11; Linux i686; hsb-DE) Presto/2.9.167 Version/11.00,Successfully processed POST request to /api/products,,,server-01,tenant_42
2025-12-02T18:58:25.961360,database_query,INFO,106.124.181.170,395,GET,/api/billing,200,225,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/4.0),Successfully processed GET request to /api/billing,,,server-03,tenant_30
2025-12-02T19:01:32.008910,database_query,INFO,23.161.124.179,212,GET,/api/analytics/dashboard,400,118,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/45.0.819.0 Safari/535.2",Bad request to /api/analytics/dashboard - Invalid parameters,,,server-01,tenant_42
2025-12-02T19:07:18.958788,database_query,INFO,200.202.175.144,294,POST,/api/reports,200,280,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_3) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/41.0.883.0 Safari/533.2",Successfully processed POST request to /api/reports,,,server-04,tenant_37
2025-12-02T19:12:16.463457,web_request,INFO,45.47.172.172,79,POST,/api/billing,200,2086,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/51.0.802.0 Safari/536.0",Successfully processed POST request to /api/billing,,,server-04,tenant_23
2025-12-02T19:22:42.764867,database_query,ERROR,65.132.246.49,440,GET,/api/products,200,285,Mozilla/5.0 (Windows NT 6.2; sk-SK; rv:1.9.2.20) Gecko/6153-03-05 04:35:21.081223 Firefox/3.6.7,Successfully processed GET request to /api/products,,,server-03,tenant_10
2025-12-02T19:25:19.505667,database_query,INFO,101.110.185.2,363,GET,/api/products,400,2432,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/5.0),Bad request to /api/products - Invalid parameters,,,server-02,tenant_10
2025-12-02T19:25:36.703709,database_query,ERROR,161.97.240.72,451,GET,/api/webhooks,200,2742,Opera/8.85.(Windows NT 5.2; lv-LV) Presto/2.9.182 Version/11.00,Successfully processed GET request to /api/webhooks,,,server-04,tenant_49
2025-12-02T19:27:04.493334,web_request,INFO,36.187.180.196,276,PUT,/api/auth/login,200,1340,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_3 rv:6.0; sw-TZ) AppleWebKit/535.49.6 (KHTML, like Gecko) Version/5.0.5 Safari/535.49.6",Successfully processed PUT request to /api/auth/login,,,server-04,tenant_20
2025-12-02T19:31:22.220270,database_query,INFO,9.19.57.5,329,GET,/api/users,200,2633,Opera/9.96.(X11; Linux i686; as-IN) Presto/2.9.169 Version/11.00,Successfully processed GET request to /api/users,,,server-05,tenant_27
2025-12-02T19:32:45.239431,web_request,INFO,2.25.12.9,268,GET,/api/webhooks,200,11,"Mozilla/5.0 (Linux; Android 4.0.3) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/41.0.860.0 Safari/533.2",Successfully processed GET request to /api/webhooks,,,server-03,tenant_6
2025-12-02T19:33:48.133861,database_query,CRITICAL,42.102.11.78,185,POST,/api/webhooks,401,177,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_6 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/13.6s4809.0 Mobile/43S776 Safari/534.1",Unauthorized access attempt to /api/webhooks,,,server-04,tenant_26
2025-12-02T19:33:50.573466,database_query,INFO,222.134.18.158,322,POST,/api/reports,200,323,Mozilla/5.0 (Windows 95; my-MM; rv:1.9.0.20) Gecko/9502-03-18 19:21:02.691528 Firefox/3.6.17,Successfully processed POST request to /api/reports,,,server-04,tenant_2
2025-12-02T19:34:04.990348,database_query,INFO,139.218.180.38,275,GET,/api/auth/login,503,332,Opera/8.92.(X11; Linux i686; gd-GB) Presto/2.9.183 Version/11.00,Service temporarily unavailable for /api/auth/login,,,server-05,tenant_3
2025-12-02T19:42:00.913913,web_request,INFO,223.53.138.50,218,GET,/api/users,200,110,Opera/8.63.(Windows NT 5.2; pa-IN) Presto/2.9.183 Version/10.00,Successfully processed GET request to /api/users,,,server-01,tenant_33
2025-12-02T19:46:05.629761,database_query,INFO,91.222.237.167,423,GET,/api/users,200,111,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/5.1),Successfully processed GET request to /api/users,,,server-02,tenant_33
